Site,Event Month,O&O Ad Views
Crackle Bravia - Canada,May-17,"71,414"
Crackle Bravia - Canada,Jun-17,"66,422"
Crackle Bravia - Canada,Jul-17,"84,427"
Crackle Bravia - Canada,Aug-17,"85,603"
Crackle Bravia - Canada,Sep-17,"71,417"
Crackle Bravia - Australia,Jan-17,"19,168"
Crackle Bravia - Australia,Oct-17,"14,374"
Crackle Bravia - Australia,Nov-17,"14,739"
Crackle Bravia - Australia,Dec-17,"12,405"
Crackle Bravia - Australia,Feb-17,"20,564"
Crackle Bravia - Australia,Mar-17,"18,931"
Crackle Bravia - Australia,Apr-17,"17,334"
Crackle Bravia - Australia,May-17,"17,120"
Crackle Bravia - Australia,Jun-17,"17,121"
Crackle Bravia - Australia,Jul-17,"18,367"
Crackle Bravia - Australia,Aug-17,"17,948"
Crackle Bravia - Australia,Sep-17,"15,081"
Crackle Bravia - Australia,Jan-17,"18,706"
Crackle Bravia - Australia,Oct-17,"11,372"
Crackle Bravia - Australia,Nov-17,"12,671"
Crackle Bravia - Australia,Dec-17,"14,894"
Crackle Bravia - Australia,Feb-17,"18,550"
Crackle Bravia - Australia,Mar-17,"12,901"
Crackle Bravia - Australia,Apr-17,"15,292"
Crackle Bravia - Australia,May-17,"12,521"
Crackle Bravia - Australia,Jun-17,"12,522"
Crackle Bravia - Australia,Jul-17,"15,963"
Crackle Bravia - Australia,Aug-17,"13,018"
Crackle Bravia - Australia,Sep-17,"12,330"
Crackle Apple TV App - US,Oct-17,5
Crackle Apple TV App - US,Nov-17,801
Crackle Apple TV App - US,Dec-17,"1,662,811"
Crackle Apple TV App - US,Oct-17,1
Crackle Apple TV App - US,Nov-17,375
Crackle Apple TV App - US,Dec-17,"3,680,906"
Crackle Apple TV App - US,Jan-17,"8,986,582"
Crackle Apple TV App - US,Oct-17,"5,287,531"
Crackle Apple TV App - US,Nov-17,"4,092,248"
Crackle Apple TV App - US,Dec-17,"861,213"
Crackle Apple TV App - US,Feb-17,"5,904,137"
Crackle Apple TV App - US,Mar-17,"6,726,383"
Crackle Apple TV App - US,Apr-17,"5,514,265"
Crackle Apple TV App - US,May-17,"5,028,122"
Crackle Apple TV App - US,Jun-17,"3,996,979"
Crackle Apple TV App - US,Jul-17,"4,616,154"
Crackle Apple TV App - US,Aug-17,"5,032,351"
Crackle Apple TV App - US,Sep-17,"4,571,620"
Crackle Apple TV App - US,Jan-17,"5,673,084"
Crackle Apple TV App - US,Oct-17,"2,910,484"
Crackle Apple TV App - US,Nov-17,"7,286,336"
Crackle Apple TV App - US,Dec-17,"1,764,855"
Crackle Apple TV App - US,Feb-17,"5,135,990"
Crackle Apple TV App - US,Mar-17,"6,471,848"
Crackle Apple TV App - US,Apr-17,"4,285,666"
Crackle Apple TV App - US,May-17,"4,100,700"
Crackle Apple TV App - US,Jun-17,"2,967,648"
Crackle Apple TV App - US,Jul-17,"3,306,984"
Crackle Apple TV App - US,Aug-17,"2,852,975"
Crackle Apple TV App - US,Sep-17,"3,518,682"
Crackle Apple TV App - Canada,Dec-17,"114,668"
Crackle Apple TV App - Canada,Dec-17,"482,658"
Crackle Apple TV App - Canada,Jan-17,"453,307"
Crackle Apple TV App - Canada,Oct-17,"200,877"
Crackle Apple TV App - Canada,Nov-17,"105,412"
Crackle Apple TV App - Canada,Dec-17,"21,943"
Crackle Apple TV App - Canada,Feb-17,"269,251"
Crackle Apple TV App - Canada,Mar-17,"611,745"
Crackle Apple TV App - Canada,Apr-17,"610,404"
Crackle Apple TV App - Canada,May-17,"353,100"
Crackle Apple TV App - Canada,Jun-17,"346,324"
Crackle Apple TV App - Canada,Jul-17,"691,987"
Crackle Apple TV App - Canada,Aug-17,"178,644"
Crackle Apple TV App - Canada,Sep-17,"115,033"
Crackle Apple TV App - Canada,Jan-17,"379,808"
Crackle Apple TV App - Canada,Oct-17,"296,940"
Crackle Apple TV App - Canada,Nov-17,"331,049"
Crackle Apple TV App - Canada,Dec-17,"83,526"
Crackle Apple TV App - Canada,Feb-17,"219,572"
Crackle Apple TV App - Canada,Mar-17,"464,725"
Crackle Apple TV App - Canada,Apr-17,"452,503"
Crackle Apple TV App - Canada,May-17,"227,989"
Crackle Apple TV App - Canada,Jun-17,"388,465"
Crackle Apple TV App - Canada,Jul-17,"548,241"
Crackle Apple TV App - Canada,Aug-17,"319,648"
Crackle Apple TV App - Canada,Sep-17,"184,760"
Crackle Apple TV App - Australia,Dec-17,"27,692"
Crackle Apple TV App - Australia,Dec-17,"8,490"
Crackle Apple TV App - Australia,Jan-17,"106,673"
Crackle Apple TV App - Australia,Oct-17,"53,524"
Crackle Apple TV App - Australia,Nov-17,"57,749"
Crackle Apple TV App - Australia,Dec-17,"7,809"
Crackle Apple TV App - Australia,Feb-17,"73,440"
Crackle Apple TV App - Australia,Mar-17,"65,322"
Crackle Apple TV App - Australia,Apr-17,"54,731"
Crackle Apple TV App - Australia,May-17,"57,771"
Crackle Apple TV App - Australia,Jun-17,"52,762"
Crackle Apple TV App - Australia,Jul-17,"61,862"
Crackle Apple TV App - Australia,Aug-17,"57,920"
Crackle Apple TV App - Australia,Sep-17,"52,731"
Crackle Apple TV App - Australia,Jan-17,"69,045"
Crackle Apple TV App - Australia,Oct-17,"45,250"
Crackle Apple TV App - Australia,Nov-17,"49,090"
Crackle Apple TV App - Australia,Dec-17,"24,821"
Crackle Apple TV App - Australia,Feb-17,"38,972"
Crackle Apple TV App - Australia,Mar-17,"35,945"
Crackle Apple TV App - Australia,Apr-17,"30,557"
Crackle Apple TV App - Australia,May-17,"34,039"
Crackle Apple TV App - Australia,Jun-17,"43,292"
Crackle Apple TV App - Australia,Jul-17,"46,962"
Crackle Apple TV App - Australia,Aug-17,"45,073"
Crackle Apple TV App - Australia,Sep-17,"30,371"
Crackle Android TV App - US,Dec-17,"1,799"
Crackle Android TV App - US,Dec-17,52
Crackle Android TV App - US,Oct-17,4
Crackle Android TV App - US,Nov-17,85
Crackle Android TV App - US,Dec-17,"1,056"
Crackle Android TV App - US,Dec-17,34
Crackle Android TV App - US,Nov-17,0
Crackle Android TV App - US,Dec-17,158
Crackle Android TV App - US,Oct-17,231
Crackle Android TV App - US,Nov-17,797
Crackle Android TV App - US,Dec-17,"69,753"
Crackle Android TV App - US,Oct-17,79
Crackle Android TV App - US,Nov-17,"1,212"
Crackle Android TV App - US,Dec-17,"169,415"
Crackle Android TV App - US,Oct-17,69
Crackle Android TV App - US,Nov-17,205
Crackle Android TV App - US,Dec-17,"29,404"
Crackle Android TV App - US,Nov-17,32
Crackle Android TV App - US,Dec-17,264
Crackle Android TV App - US,Oct-17,0
Crackle Android TV App - US,Nov-17,32
Crackle Android TV App - US,Dec-17,"1,190"
Crackle Android TV App - US,Dec-17,112
Crackle Android TV App - US,Nov-17,0
Crackle Android TV App - US,Dec-17,932
Crackle Android TV App - US,Oct-17,11
Crackle Android TV App - US,Nov-17,354
Crackle Android TV App - US,Dec-17,"95,922"
Crackle Android TV App - US,Dec-17,251
Crackle Android TV App - US,Nov-17,11
Crackle Android TV App - US,Dec-17,135
Crackle Android TV App - US,Nov-17,42
Crackle Android TV App - US,Dec-17,734
Crackle Android TV App - US,Oct-17,0
Crackle Android TV App - US,Nov-17,16
Crackle Android TV App - US,Dec-17,"23,205"
Crackle Android TV App - US,Oct-17,3
Crackle Android TV App - US,Nov-17,12
Crackle Android TV App - US,Dec-17,259
Crackle Android TV App - US,Oct-17,15
Crackle Android TV App - US,Nov-17,0
Crackle Android TV App - US,Dec-17,"6,737"
Crackle Android TV App - US,Dec-17,129
Crackle Android TV App - US,Nov-17,56
Crackle Android TV App - US,Dec-17,866
Crackle Android TV App - US,Dec-17,164
Crackle Android TV App - US,Oct-17,10
Crackle Android TV App - US,Dec-17,577
Crackle Android TV App - US,Nov-17,41
Crackle Android TV App - US,Dec-17,124
Crackle Android TV App - US,Oct-17,0
Crackle Android TV App - US,Nov-17,1
Crackle Android TV App - US,Dec-17,"3,811"
Crackle Android TV App - US,Nov-17,3
Crackle Android TV App - US,Dec-17,45
Crackle Android TV App - US,Nov-17,5
Crackle Android TV App - US,Dec-17,"1,404"
Crackle Android TV App - US,Nov-17,1
Crackle Android TV App - US,Dec-17,236
Crackle Android TV App - US,Oct-17,0
Crackle Android TV App - US,Nov-17,28
Crackle Android TV App - US,Dec-17,"5,967"
Crackle Android TV App - US,Dec-17,83
Crackle Android TV App - US,Dec-17,"2,815"
Crackle Android TV App - US,Oct-17,389
Crackle Android TV App - US,Nov-17,"1,822"
Crackle Android TV App - US,Dec-17,53
Crackle Android TV App - US,Sep-17,56
Crackle Android TV App - US,Oct-17,"2,680"
Crackle Android TV App - US,Nov-17,"7,018"
Crackle Android TV App - US,Dec-17,419
Crackle Android TV App - US,Sep-17,595
Crackle Android TV App - US,Oct-17,59
Crackle Android TV App - US,Nov-17,310
Crackle Android TV App - US,Sep-17,78
Crackle Android TV App - US,Oct-17,673
Crackle Android TV App - US,Nov-17,970
Crackle Android TV App - US,Dec-17,11
Crackle Android TV App - US,Sep-17,148
Crackle Android TV App - US,Oct-17,"125,479"
Crackle Android TV App - US,Nov-17,"112,917"
Crackle Android TV App - US,Dec-17,"12,127"
Crackle Android TV App - US,Apr-17,113
Crackle Android TV App - US,May-17,99
Crackle Android TV App - US,Jun-17,644
Crackle Android TV App - US,Jul-17,634
Crackle Android TV App - US,Aug-17,724
Crackle Android TV App - US,Sep-17,"37,827"
Crackle Android TV App - US,Oct-17,"161,004"
Crackle Android TV App - US,Nov-17,"311,188"
Crackle Android TV App - US,Dec-17,"25,967"
Crackle Android TV App - US,Mar-17,1
Crackle Android TV App - US,Apr-17,180
Crackle Android TV App - US,May-17,35
Crackle Android TV App - US,Jun-17,356
Crackle Android TV App - US,Jul-17,1
Crackle Android TV App - US,Aug-17,117
Crackle Android TV App - US,Sep-17,"46,004"
Crackle Android TV App - US,Jan-17,"386,749"
Crackle Android TV App - US,Oct-17,"160,016"
Crackle Android TV App - US,Nov-17,"90,634"
Crackle Android TV App - US,Dec-17,"37,827"
Crackle Android TV App - US,Feb-17,"245,962"
Crackle Android TV App - US,Mar-17,"300,679"
Crackle Android TV App - US,Apr-17,"363,520"
Crackle Android TV App - US,May-17,"318,726"
Crackle Android TV App - US,Jun-17,"308,997"
Crackle Android TV App - US,Jul-17,"300,412"
Crackle Android TV App - US,Aug-17,"394,451"
Crackle Android TV App - US,Sep-17,"307,440"
Crackle Android TV App - US,Jan-17,"719,860"
Crackle Android TV App - US,Oct-17,"421,690"
Crackle Android TV App - US,Nov-17,"758,868"
Crackle Android TV App - US,Dec-17,"337,677"
Crackle Android TV App - US,Feb-17,"681,586"
Crackle Android TV App - US,Mar-17,"569,338"
Crackle Android TV App - US,Apr-17,"519,982"
Crackle Android TV App - US,May-17,"635,403"
Crackle Android TV App - US,Jun-17,"610,008"
Crackle Android TV App - US,Jul-17,"595,940"
Crackle Android TV App - US,Aug-17,"533,828"
Crackle Android TV App - US,Sep-17,"712,004"
Crackle Android TV App - US,Oct-17,"1,733"
Crackle Android TV App - US,Nov-17,"1,673"
Crackle Android TV App - US,Dec-17,98
Crackle Android TV App - US,Mar-17,8
Crackle Android TV App - US,Jun-17,7
Crackle Android TV App - US,Sep-17,361
Crackle Android TV App - US,Oct-17,512
Crackle Android TV App - US,Nov-17,517
Crackle Android TV App - US,Dec-17,51
Crackle Android TV App - US,Sep-17,167
Crackle Android TV App - US,Oct-17,"7,272"
Crackle Android TV App - US,Nov-17,"9,560"
Crackle Android TV App - US,Dec-17,229
Crackle Android TV App - US,Sep-17,"1,991"
Crackle Android TV App - US,Oct-17,"9,525"
Crackle Android TV App - US,Nov-17,"1,966"
Crackle Android TV App - US,Dec-17,171
Crackle Android TV App - US,Oct-17,"33,258"
Crackle Android TV App - US,Nov-17,"209,356"
Crackle Android TV App - US,Dec-17,"11,271"
Crackle Android TV App - US,Sep-17,"12,922"
Crackle Android TV App - US,Oct-17,607
Crackle Android TV App - US,Nov-17,"1,054"
Crackle Android TV App - US,Dec-17,52
Crackle Android TV App - US,Apr-17,50
Crackle Android TV App - US,Jun-17,31
Crackle Android TV App - US,Sep-17,257
Crackle Android TV App - US,Oct-17,"3,060"
Crackle Android TV App - US,Nov-17,"8,136"
Crackle Android TV App - US,Dec-17,554
Crackle Android TV App - US,Apr-17,15
Crackle Android TV App - US,Jun-17,46
Crackle Android TV App - US,Sep-17,611
Crackle Android TV App - US,Oct-17,124
Crackle Android TV App - US,Nov-17,334
Crackle Android TV App - US,Dec-17,7
Crackle Android TV App - US,Sep-17,28
Crackle Android TV App - US,Oct-17,"1,045"
Crackle Android TV App - US,Nov-17,"19,491"
Crackle Android TV App - US,Dec-17,940
Crackle Android TV App - US,Sep-17,92
Crackle Android TV App - US,Oct-17,930
Crackle Android TV App - US,Nov-17,969
Crackle Android TV App - US,Dec-17,38
Crackle Android TV App - US,Apr-17,37
Crackle Android TV App - US,May-17,7
Crackle Android TV App - US,Jun-17,23
Crackle Android TV App - US,Jul-17,3
Crackle Android TV App - US,Sep-17,226
Crackle Android TV App - US,Oct-17,"3,905"
Crackle Android TV App - US,Nov-17,"3,023"
Crackle Android TV App - US,Dec-17,276
Crackle Android TV App - US,Mar-17,3
Crackle Android TV App - US,Apr-17,17
Crackle Android TV App - US,May-17,18
Crackle Android TV App - US,Jun-17,62
Crackle Android TV App - US,Sep-17,"1,033"
Crackle Android TV App - US,Oct-17,425
Crackle Android TV App - US,Nov-17,288
Crackle Android TV App - US,Sep-17,91
Crackle Android TV App - US,Oct-17,"1,267"
Crackle Android TV App - US,Nov-17,708
Crackle Android TV App - US,Dec-17,33
Crackle Android TV App - US,Sep-17,492
Crackle Android TV App - US,Oct-17,665
Crackle Android TV App - US,Nov-17,608
Crackle Android TV App - US,Dec-17,64
Crackle Android TV App - US,Apr-17,7
Crackle Android TV App - US,Sep-17,9
Crackle Android TV App - US,Oct-17,"8,672"
Crackle Android TV App - US,Nov-17,"7,950"
Crackle Android TV App - US,Dec-17,"1,027"
Crackle Android TV App - US,Jun-17,9
Crackle Android TV App - US,Jul-17,17
Crackle Android TV App - US,Sep-17,"2,027"
Crackle Android TV App - US,Oct-17,212
Crackle Android TV App - US,Nov-17,213
Crackle Android TV App - US,Sep-17,4
Crackle Android TV App - US,Oct-17,"1,375"
Crackle Android TV App - US,Nov-17,"1,577"
Crackle Android TV App - US,Dec-17,111
Crackle Android TV App - US,Sep-17,"1,016"
Crackle Android TV App - US,Oct-17,237
Crackle Android TV App - US,Nov-17,327
Crackle Android TV App - US,Dec-17,65
Crackle Android TV App - US,Sep-17,6
Crackle Android TV App - US,Oct-17,"5,897"
Crackle Android TV App - US,Nov-17,"15,387"
Crackle Android TV App - US,Dec-17,"1,985"
Crackle Android TV App - US,May-17,37
Crackle Android TV App - US,Jun-17,2
Crackle Android TV App - US,Sep-17,"2,327"
Crackle Android TV App - US,Oct-17,91
Crackle Android TV App - US,Nov-17,18
Crackle Android TV App - US,Sep-17,26
Crackle Android TV App - US,Oct-17,"1,147"
Crackle Android TV App - US,Nov-17,"3,480"
Crackle Android TV App - US,Dec-17,68
Crackle Android TV App - US,Sep-17,420
Crackle Android TV App - US,Jan-17,"1,829"
Crackle Android TV App - US,Oct-17,666
Crackle Android TV App - US,Nov-17,"1,293"
Crackle Android TV App - US,Dec-17,657
Crackle Android TV App - US,Feb-17,724
Crackle Android TV App - US,Mar-17,"1,041"
Crackle Android TV App - US,Apr-17,841
Crackle Android TV App - US,May-17,402
Crackle Android TV App - US,Jun-17,757
Crackle Android TV App - US,Jul-17,"1,218"
Crackle Android TV App - US,Aug-17,699
Crackle Android TV App - US,Sep-17,"1,340"
Crackle Android TV App - US,Jan-17,"8,551"
Crackle Android TV App - US,Oct-17,"2,016"
Crackle Android TV App - US,Nov-17,"2,839"
Crackle Android TV App - US,Dec-17,"1,920"
Crackle Android TV App - US,Feb-17,"5,925"
Crackle Android TV App - US,Mar-17,"6,221"
Crackle Android TV App - US,Apr-17,"4,187"
Crackle Android TV App - US,May-17,"2,545"
Crackle Android TV App - US,Jun-17,933
Crackle Android TV App - US,Jul-17,775
Crackle Android TV App - US,Aug-17,"1,477"
Crackle Android TV App - US,Sep-17,"1,534"
Crackle Android TV App - Canada,Dec-17,15
Crackle Android TV App - Canada,Dec-17,32
Crackle Android TV App - Canada,Dec-17,75
Crackle Android TV App - Canada,Dec-17,67
Crackle Android TV App - Canada,Nov-17,6
Crackle Android TV App - Canada,Dec-17,9
Crackle Android TV App - Canada,Dec-17,590
Crackle Android TV App - Canada,Nov-17,4
Crackle Android TV App - Canada,Dec-17,"4,684"
Crackle Android TV App - Canada,Nov-17,8
Crackle Android TV App - Canada,Dec-17,"6,544"
Crackle Android TV App - Canada,Nov-17,34
Crackle Android TV App - Canada,Dec-17,"12,608"
Crackle Android TV App - Canada,Dec-17,22
Crackle Android TV App - Canada,Dec-17,516
Crackle Android TV App - Canada,Dec-17,53
Crackle Android TV App - Canada,Nov-17,1
Crackle Android TV App - Canada,Dec-17,"1,954"
Crackle Android TV App - Canada,Oct-17,65
Crackle Android TV App - Canada,Nov-17,67
Crackle Android TV App - Canada,Dec-17,"33,695"
Crackle Android TV App - Canada,Dec-17,353
Crackle Android TV App - Canada,Dec-17,35
Crackle Android TV App - Canada,Dec-17,235
Crackle Android TV App - Canada,Dec-17,222
Crackle Android TV App - Canada,Nov-17,27
Crackle Android TV App - Canada,Dec-17,764
Crackle Android TV App - Canada,Dec-17,114
Crackle Android TV App - Canada,Dec-17,997
Crackle Android TV App - Canada,Dec-17,344
Crackle Android TV App - Canada,Nov-17,61
Crackle Android TV App - Canada,Dec-17,"5,692"
Crackle Android TV App - Canada,Dec-17,4
Crackle Android TV App - Canada,Dec-17,9
Crackle Android TV App - Canada,Dec-17,7
Crackle Android TV App - Canada,Dec-17,629
Crackle Android TV App - Canada,Dec-17,221
Crackle Android TV App - Canada,Nov-17,3
Crackle Android TV App - Canada,Dec-17,"2,709"
Crackle Android TV App - Canada,Oct-17,"2,149"
Crackle Android TV App - Canada,Nov-17,331
Crackle Android TV App - Canada,Oct-17,29
Crackle Android TV App - Canada,Nov-17,82
Crackle Android TV App - Canada,Dec-17,37
Crackle Android TV App - Canada,Sep-17,3
Crackle Android TV App - Canada,Oct-17,"9,574"
Crackle Android TV App - Canada,Nov-17,734
Crackle Android TV App - Canada,Dec-17,91
Crackle Android TV App - Canada,Sep-17,279
Crackle Android TV App - Canada,Oct-17,"6,440"
Crackle Android TV App - Canada,Nov-17,"3,782"
Crackle Android TV App - Canada,Dec-17,948
Crackle Android TV App - Canada,Sep-17,"1,440"
Crackle Android TV App - Canada,Oct-17,"5,478"
Crackle Android TV App - Canada,Nov-17,"7,990"
Crackle Android TV App - Canada,Dec-17,818
Crackle Android TV App - Canada,Sep-17,"1,417"
Crackle Android TV App - Canada,Jan-17,"39,855"
Crackle Android TV App - Canada,Oct-17,"20,940"
Crackle Android TV App - Canada,Nov-17,"10,225"
Crackle Android TV App - Canada,Dec-17,"4,784"
Crackle Android TV App - Canada,Feb-17,"21,703"
Crackle Android TV App - Canada,Mar-17,"13,563"
Crackle Android TV App - Canada,Apr-17,"22,124"
Crackle Android TV App - Canada,May-17,"23,494"
Crackle Android TV App - Canada,Jun-17,"21,913"
Crackle Android TV App - Canada,Jul-17,"27,320"
Crackle Android TV App - Canada,Aug-17,"18,862"
Crackle Android TV App - Canada,Sep-17,"10,845"
Crackle Android TV App - Canada,Jan-17,"62,763"
Crackle Android TV App - Canada,Oct-17,"29,814"
Crackle Android TV App - Canada,Nov-17,"46,846"
Crackle Android TV App - Canada,Dec-17,"35,427"
Crackle Android TV App - Canada,Feb-17,"43,476"
Crackle Android TV App - Canada,Mar-17,"63,312"
Crackle Android TV App - Canada,Apr-17,"98,128"
Crackle Android TV App - Canada,May-17,"104,524"
Crackle Android TV App - Canada,Jun-17,"114,719"
Crackle Android TV App - Canada,Jul-17,"106,014"
Crackle Android TV App - Canada,Aug-17,"71,061"
Crackle Android TV App - Canada,Sep-17,"43,888"
Crackle Android TV App - Canada,Oct-17,28
Crackle Android TV App - Canada,Nov-17,68
Crackle Android TV App - Canada,Dec-17,13
Crackle Android TV App - Canada,Oct-17,61
Crackle Android TV App - Canada,Nov-17,"1,203"
Crackle Android TV App - Canada,Dec-17,416
Crackle Android TV App - Canada,Oct-17,219
Crackle Android TV App - Canada,Nov-17,228
Crackle Android TV App - Canada,Dec-17,2
Crackle Android TV App - Canada,Sep-17,10
Crackle Android TV App - Canada,Oct-17,79
Crackle Android TV App - Canada,Nov-17,"6,027"
Crackle Android TV App - Canada,Dec-17,"1,353"
Crackle Android TV App - Canada,Sep-17,89
Crackle Android TV App - Canada,Oct-17,3
Crackle Android TV App - Canada,Nov-17,106
Crackle Android TV App - Canada,Sep-17,3
Crackle Android TV App - Canada,Oct-17,209
Crackle Android TV App - Canada,Nov-17,"1,824"
Crackle Android TV App - Canada,Sep-17,170
Crackle Android TV App - Canada,Oct-17,363
Crackle Android TV App - Canada,Nov-17,447
Crackle Android TV App - Canada,Dec-17,40
Crackle Android TV App - Canada,Sep-17,60
Crackle Android TV App - Canada,Oct-17,"1,034"
Crackle Android TV App - Canada,Nov-17,"4,786"
Crackle Android TV App - Canada,Sep-17,279
Crackle Android TV App - Canada,Oct-17,244
Crackle Android TV App - Canada,Nov-17,356
Crackle Android TV App - Canada,Dec-17,127
Crackle Android TV App - Canada,Sep-17,115
Crackle Android TV App - Canada,Oct-17,758
Crackle Android TV App - Canada,Nov-17,"2,204"
Crackle Android TV App - Canada,Dec-17,560
Crackle Android TV App - Canada,Sep-17,800
Crackle Android TV App - Canada,Oct-17,"3,730"
Crackle Android TV App - Canada,Nov-17,811
Crackle Android TV App - Canada,Dec-17,180
Crackle Android TV App - Canada,Sep-17,461
Crackle Android TV App - Canada,Oct-17,"5,881"
Crackle Android TV App - Canada,Nov-17,"13,224"
Crackle Android TV App - Canada,Dec-17,"1,872"
Crackle Android TV App - Canada,Sep-17,"7,655"
Crackle Android TV App - Canada,Oct-17,20
Crackle Android TV App - Canada,Nov-17,110
Crackle Android TV App - Canada,Dec-17,12
Crackle Android TV App - Canada,Oct-17,"1,136"
Crackle Android TV App - Canada,Nov-17,"1,985"
Crackle Android TV App - Canada,Dec-17,158
Crackle Android TV App - Canada,Oct-17,175
Crackle Android TV App - Canada,Nov-17,430
Crackle Android TV App - Canada,Dec-17,46
Crackle Android TV App - Canada,Sep-17,71
Crackle Android TV App - Canada,Oct-17,"6,085"
Crackle Android TV App - Canada,Nov-17,"7,823"
Crackle Android TV App - Canada,Dec-17,423
Crackle Android TV App - Canada,Sep-17,679
Crackle Android TV App - Canada,Jan-17,334
Crackle Android TV App - Canada,Oct-17,"1,862"
Crackle Android TV App - Canada,Nov-17,"2,922"
Crackle Android TV App - Canada,Dec-17,"1,619"
Crackle Android TV App - Canada,Feb-17,537
Crackle Android TV App - Canada,Mar-17,164
Crackle Android TV App - Canada,Apr-17,189
Crackle Android TV App - Canada,May-17,"2,144"
Crackle Android TV App - Canada,Jun-17,"3,372"
Crackle Android TV App - Canada,Jul-17,"2,531"
Crackle Android TV App - Canada,Aug-17,"2,824"
Crackle Android TV App - Canada,Sep-17,547
Crackle Android TV App - Canada,Jan-17,938
Crackle Android TV App - Canada,Oct-17,"2,677"
Crackle Android TV App - Canada,Nov-17,"2,432"
Crackle Android TV App - Canada,Dec-17,"2,933"
Crackle Android TV App - Canada,Feb-17,"1,297"
Crackle Android TV App - Canada,Mar-17,731
Crackle Android TV App - Canada,Apr-17,"1,041"
Crackle Android TV App - Canada,May-17,"2,381"
Crackle Android TV App - Canada,Jun-17,"3,375"
Crackle Android TV App - Canada,Jul-17,"5,350"
Crackle Android TV App - Canada,Aug-17,"2,633"
Crackle Android TV App - Canada,Sep-17,851
Crackle Android TV App - Australia,Dec-17,422
Crackle Android TV App - Australia,Dec-17,451
Crackle Android TV App - Australia,Nov-17,1
Crackle Android TV App - Australia,Dec-17,"1,177"
Crackle Android TV App - Australia,Dec-17,326
Crackle Android TV App - Australia,Dec-17,985
Crackle Android TV App - Australia,Nov-17,5
Crackle Android TV App - Australia,Dec-17,"2,919"
Crackle Android TV App - Australia,Jan-17,"21,168"
Crackle Android TV App - Australia,Oct-17,"3,990"
Crackle Android TV App - Australia,Nov-17,"8,238"
Crackle Android TV App - Australia,Dec-17,"2,230"
Crackle Android TV App - Australia,Feb-17,"10,701"
Crackle Android TV App - Australia,Mar-17,"19,151"
Crackle Android TV App - Australia,Apr-17,"15,293"
Crackle Android TV App - Australia,May-17,"11,625"
Crackle Android TV App - Australia,Jun-17,"7,459"
Crackle Android TV App - Australia,Jul-17,"6,418"
Crackle Android TV App - Australia,Aug-17,"2,004"
Crackle Android TV App - Australia,Sep-17,"3,069"
Crackle Android TV App - Australia,Jan-17,"27,238"
Crackle Android TV App - Australia,Oct-17,"10,152"
Crackle Android TV App - Australia,Nov-17,"18,625"
Crackle Android TV App - Australia,Dec-17,"8,840"
Crackle Android TV App - Australia,Feb-17,"17,863"
Crackle Android TV App - Australia,Mar-17,"36,140"
Crackle Android TV App - Australia,Apr-17,"27,088"
Crackle Android TV App - Australia,May-17,"26,441"
Crackle Android TV App - Australia,Jun-17,"17,898"
Crackle Android TV App - Australia,Jul-17,"16,708"
Crackle Android TV App - Australia,Aug-17,"6,053"
Crackle Android TV App - Australia,Sep-17,"6,663"
Crackle Android Tablet App - US,Aug-17,304
Crackle Android Tablet App - US,Dec-17,339
Crackle Android Tablet App - US,Oct-17,1
Crackle Android Tablet App - US,Dec-17,338
Crackle Android Tablet App - US,Aug-17,86
Crackle Android Tablet App - US,Jan-17,610
Crackle Android Tablet App - US,Oct-17,"1,109,006"
Crackle Android Tablet App - US,Nov-17,"986,654"
Crackle Android Tablet App - US,Dec-17,"930,166"
Crackle Android Tablet App - US,Feb-17,430
Crackle Android Tablet App - US,Mar-17,"1,309"
Crackle Android Tablet App - US,Apr-17,974
Crackle Android Tablet App - US,May-17,662
Crackle Android Tablet App - US,Jun-17,"248,709"
Crackle Android Tablet App - US,Jul-17,"775,205"
Crackle Android Tablet App - US,Aug-17,"1,177,502"
Crackle Android Tablet App - US,Sep-17,"1,089,562"
Crackle Android Tablet App - US,Aug-17,165
Crackle Android Tablet App - US,Jan-17,"1,139"
Crackle Android Tablet App - US,Oct-17,"1,378,522"
Crackle Android Tablet App - US,Nov-17,"1,855,093"
Crackle Android Tablet App - US,Dec-17,"2,112,681"
Crackle Android Tablet App - US,Feb-17,878
Crackle Android Tablet App - US,Mar-17,"1,403"
Crackle Android Tablet App - US,Apr-17,619
Crackle Android Tablet App - US,May-17,378
Crackle Android Tablet App - US,Jun-17,"526,036"
Crackle Android Tablet App - US,Jul-17,"1,440,615"
Crackle Android Tablet App - US,Aug-17,"1,805,766"
Crackle Android Tablet App - US,Sep-17,"1,984,064"
Crackle Android Tablet App - US,Aug-17,159
Crackle Android Tablet App - US,Jan-17,"559,670"
Crackle Android Tablet App - US,Oct-17,"7,582"
Crackle Android Tablet App - US,Nov-17,"65,283"
Crackle Android Tablet App - US,Feb-17,"326,102"
Crackle Android Tablet App - US,Mar-17,"452,121"
Crackle Android Tablet App - US,Apr-17,"4,460"
Crackle Android Tablet App - US,Jan-17,"1,268,742"
Crackle Android Tablet App - US,Oct-17,"278,490"
Crackle Android Tablet App - US,Nov-17,"209,332"
Crackle Android Tablet App - US,Dec-17,"128,393"
Crackle Android Tablet App - US,Feb-17,"1,053,945"
Crackle Android Tablet App - US,Mar-17,"1,146,895"
Crackle Android Tablet App - US,Apr-17,"976,433"
Crackle Android Tablet App - US,May-17,"849,572"
Crackle Android Tablet App - US,Jun-17,"724,444"
