Site,Event Month,O&O Ad Views
Crackle Windows Phone App,Jan-17,"21,073"
Crackle Windows Phone App,Feb-17,"13,177"
Crackle Windows Phone App,Mar-17,"10,796"
Crackle Windows Phone App,Apr-17,"1,924"
Crackle Windows Phone App,May-17,7
Crackle Windows Phone App,Jul-17,6
Crackle Windows Phone App,Aug-17,850
Crackle Windows Phone App,Sep-17,384
Crackle Windows Phone App,Jan-17,"38,812"
Crackle Windows Phone App,Dec-17,1
Crackle Windows Phone App,Feb-17,"24,981"
Crackle Windows Phone App,Mar-17,"17,924"
Crackle Windows Phone App,Apr-17,"2,610"
Crackle Windows Phone App,Jul-17,2
Crackle Windows Phone App,Aug-17,14
Crackle Windows Phone App,Sep-17,32
Crackle Windows Phone App,Mar-17,97
Crackle Windows 8 App,Jan-17,"520,772"
Crackle Windows 8 App,Oct-17,"743,381"
Crackle Windows 8 App,Nov-17,"724,148"
Crackle Windows 8 App,Dec-17,"597,147"
Crackle Windows 8 App,Feb-17,"438,715"
Crackle Windows 8 App,Mar-17,"497,672"
Crackle Windows 8 App,Apr-17,"454,050"
Crackle Windows 8 App,May-17,"441,813"
Crackle Windows 8 App,Jun-17,"429,867"
Crackle Windows 8 App,Jul-17,"459,154"
Crackle Windows 8 App,Aug-17,"505,556"
Crackle Windows 8 App,Sep-17,"597,191"
Crackle Windows 8 App,Jan-17,"871,410"
Crackle Windows 8 App,Oct-17,"705,521"
Crackle Windows 8 App,Nov-17,"825,088"
Crackle Windows 8 App,Dec-17,"793,575"
Crackle Windows 8 App,Feb-17,"746,016"
Crackle Windows 8 App,Mar-17,"898,925"
Crackle Windows 8 App,Apr-17,"770,875"
Crackle Windows 8 App,May-17,"852,911"
Crackle Windows 8 App,Jun-17,"823,026"
Crackle Windows 8 App,Jul-17,"668,819"
Crackle Windows 8 App,Aug-17,"739,115"
Crackle Windows 8 App,Sep-17,"802,381"
Crackle Website - US,Jan-17,"32,100"
Crackle Website - US,Oct-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Feb-17,"84,410"
Crackle Website - US,Mar-17,"73,451"
Crackle Website - US,Apr-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Jun-17,39
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,24
Crackle Website - US,Sep-17,0
Crackle Website - US,Jan-17,"1,371"
Crackle Website - US,Feb-17,240
Crackle Website - US,Mar-17,"1,220"
Crackle Website - US,Apr-17,5
Crackle Website - US,May-17,3
Crackle Website - US,Jun-17,3
Crackle Website - US,Jan-17,"95,338"
Crackle Website - US,Oct-17,0
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Feb-17,"267,268"
Crackle Website - US,Mar-17,"252,173"
Crackle Website - US,Apr-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Jun-17,148
Crackle Website - US,Jul-17,7
Crackle Website - US,Aug-17,128
Crackle Website - US,Sep-17,5
Crackle Website - US,Jan-17,"2,035"
Crackle Website - US,Feb-17,776
Crackle Website - US,Mar-17,20
Crackle Website - US,May-17,431
Crackle Website - US,Jan-17,"777,317"
Crackle Website - US,Oct-17,0
Crackle Website - US,Nov-17,36
Crackle Website - US,Dec-17,0
Crackle Website - US,Feb-17,"652,404"
Crackle Website - US,Mar-17,"919,608"
Crackle Website - US,Apr-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Jun-17,252
Crackle Website - US,Jul-17,5
Crackle Website - US,Aug-17,80
Crackle Website - US,Sep-17,0
Crackle Website - US,Jan-17,0
Crackle Website - US,Oct-17,0
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Feb-17,0
Crackle Website - US,Mar-17,0
Crackle Website - US,Apr-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Jun-17,0
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,6
Crackle Website - US,Sep-17,3
Crackle Website - US,Feb-17,3
Crackle Website - US,Apr-17,4
Crackle Website - US,May-17,2
Crackle Website - US,Jun-17,3
Crackle Website - US,Jul-17,57
Crackle Website - US,Aug-17,1
Crackle Website - US,Sep-17,3
Crackle Website - US,Jan-17,"11,379,713"
Crackle Website - US,Oct-17,418
Crackle Website - US,Nov-17,249
Crackle Website - US,Dec-17,10
Crackle Website - US,Feb-17,"8,383,891"
Crackle Website - US,Mar-17,"8,232,959"
Crackle Website - US,Apr-17,"5,346,904"
Crackle Website - US,May-17,"5,468,199"
Crackle Website - US,Jun-17,"6,848,353"
Crackle Website - US,Jul-17,"6,800,525"
Crackle Website - US,Aug-17,"2,800,608"
Crackle Website - US,Sep-17,"572,896"
Crackle Website - US,Jan-17,"54,238"
Crackle Website - US,Oct-17,"578,448"
Crackle Website - US,Nov-17,"563,270"
Crackle Website - US,Dec-17,"817,659"
Crackle Website - US,Feb-17,"42,586"
Crackle Website - US,Mar-17,"48,755"
Crackle Website - US,Apr-17,"37,926"
Crackle Website - US,May-17,"43,733"
Crackle Website - US,Jun-17,"34,783"
Crackle Website - US,Jul-17,"30,514"
Crackle Website - US,Aug-17,"554,148"
Crackle Website - US,Sep-17,"720,562"
Crackle Website - US,Jan-17,48
Crackle Website - US,Oct-17,12
Crackle Website - US,Nov-17,30
Crackle Website - US,Dec-17,4
Crackle Website - US,Feb-17,11
Crackle Website - US,Mar-17,9
Crackle Website - US,Apr-17,5
Crackle Website - US,May-17,12
Crackle Website - US,Jun-17,3
Crackle Website - US,Jul-17,16
Crackle Website - US,Aug-17,37
Crackle Website - US,Sep-17,6
Crackle Website - US,Jan-17,"13,178,708"
Crackle Website - US,Oct-17,331
Crackle Website - US,Nov-17,206
Crackle Website - US,Dec-17,69
Crackle Website - US,Feb-17,"10,460,028"
Crackle Website - US,Mar-17,"9,658,836"
Crackle Website - US,Apr-17,"7,306,232"
Crackle Website - US,May-17,"10,015,999"
Crackle Website - US,Jun-17,"11,624,209"
Crackle Website - US,Jul-17,"10,846,001"
Crackle Website - US,Aug-17,"3,746,657"
Crackle Website - US,Sep-17,423
Crackle Website - US,Jan-17,198
Crackle Website - US,Oct-17,63
Crackle Website - US,Nov-17,55
Crackle Website - US,Dec-17,39
Crackle Website - US,Feb-17,117
Crackle Website - US,Mar-17,98
Crackle Website - US,Apr-17,133
Crackle Website - US,May-17,228
Crackle Website - US,Jun-17,180
Crackle Website - US,Jul-17,176
Crackle Website - US,Aug-17,151
Crackle Website - US,Sep-17,161
Crackle Website - US,Oct-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Mar-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Aug-17,0
Crackle Website - US,Jan-17,166
Crackle Website - US,Oct-17,0
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Feb-17,30
Crackle Website - US,Mar-17,0
Crackle Website - US,Apr-17,0
Crackle Website - US,May-17,0
Crackle Website - US,Jun-17,809
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,16
Crackle Website - US,Sep-17,4
Crackle Website - US,Oct-17,"3,319"
Crackle Website - US,Nov-17,"8,266"
Crackle Website - US,Dec-17,"4,848"
Crackle Website - US,Aug-17,"7,692"
Crackle Website - US,Sep-17,"6,394"
Crackle Website - US,Oct-17,"17,948"
Crackle Website - US,Nov-17,"26,970"
Crackle Website - US,Dec-17,"21,298"
Crackle Website - US,Aug-17,"21,141"
Crackle Website - US,Sep-17,"30,937"
Crackle Website - US,Oct-17,"15,753"
Crackle Website - US,Nov-17,"58,482"
Crackle Website - US,Dec-17,"28,408"
Crackle Website - US,Aug-17,"42,463"
Crackle Website - US,Sep-17,"44,988"
Crackle Website - US,Oct-17,"115,542"
Crackle Website - US,Nov-17,"174,602"
Crackle Website - US,Dec-17,"115,488"
Crackle Website - US,Aug-17,"144,721"
Crackle Website - US,Sep-17,"207,781"
Crackle Website - US,Oct-17,3
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,"4,294"
Crackle Website - US,Sep-17,"1,017"
Crackle Website - US,Oct-17,"1,358,425"
Crackle Website - US,Nov-17,"1,097,440"
Crackle Website - US,Dec-17,"1,021,927"
Crackle Website - US,Jul-17,459
Crackle Website - US,Aug-17,"1,412,559"
Crackle Website - US,Sep-17,"1,590,081"
Crackle Website - US,Oct-17,9
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,"9,137"
Crackle Website - US,Sep-17,"1,982"
Crackle Website - US,Oct-17,"1,333,257"
Crackle Website - US,Nov-17,"1,754,406"
Crackle Website - US,Dec-17,"1,827,379"
Crackle Website - US,Jul-17,124
Crackle Website - US,Aug-17,"1,378,487"
Crackle Website - US,Sep-17,"2,298,714"
Crackle Website - US,Oct-17,18
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,"17,263"
Crackle Website - US,Sep-17,"4,320"
Crackle Website - US,Oct-17,"43,656,431"
Crackle Website - US,Nov-17,"50,542,007"
Crackle Website - US,Dec-17,"41,131,897"
Crackle Website - US,Jun-17,1
Crackle Website - US,Jul-17,"1,314"
Crackle Website - US,Aug-17,"36,359,323"
Crackle Website - US,Sep-17,"54,304,140"
Crackle Website - US,Oct-17,"4,379"
Crackle Website - US,Nov-17,"4,603"
Crackle Website - US,Dec-17,"6,811"
Crackle Website - US,Jul-17,3
Crackle Website - US,Aug-17,"7,173"
Crackle Website - US,Sep-17,"8,565"
Crackle Website - US,Oct-17,"14,818"
Crackle Website - US,Nov-17,"21,339"
Crackle Website - US,Dec-17,"15,840"
Crackle Website - US,Aug-17,"26,679"
Crackle Website - US,Sep-17,"21,495"
Crackle Website - US,Oct-17,"26,254"
Crackle Website - US,Nov-17,"25,838"
Crackle Website - US,Dec-17,"44,049"
Crackle Website - US,Jul-17,186
Crackle Website - US,Aug-17,"61,188"
Crackle Website - US,Sep-17,"57,330"
Crackle Website - US,Oct-17,"105,735"
Crackle Website - US,Nov-17,"159,873"
Crackle Website - US,Dec-17,"96,267"
Crackle Website - US,Aug-17,"192,825"
Crackle Website - US,Sep-17,"151,352"
Crackle Website - US,Oct-17,41
Crackle Website - US,Nov-17,0
Crackle Website - US,Dec-17,0
Crackle Website - US,Jun-17,0
Crackle Website - US,Jul-17,0
Crackle Website - US,Aug-17,"56,637"
Crackle Website - US,Sep-17,"12,857"
Crackle Website - US,Oct-17,"22,583,811"
Crackle Website - US,Nov-17,"20,296,079"
Crackle Website - US,Dec-17,"15,030,014"
Crackle Website - US,Jun-17,13
Crackle Website - US,Jul-17,269
Crackle Website - US,Aug-17,"14,380,115"
Crackle Website - US,Sep-17,"23,969,616"
Crackle Website - US,Oct-17,"10,488"
Crackle Website - US,Nov-17,"8,496"
Crackle Website - US,Dec-17,"10,389"
Crackle Website - US,Jul-17,16
Crackle Website - US,Aug-17,"8,197"
Crackle Website - US,Sep-17,"16,174"
Crackle Website - US,Oct-17,772
Crackle Website - US,Nov-17,"1,328"
Crackle Website - US,Dec-17,"1,744"
Crackle Website - US,Aug-17,536
Crackle Website - US,Sep-17,"1,795"
Crackle Website - US,Oct-17,"91,224"
Crackle Website - US,Nov-17,"78,346"
Crackle Website - US,Dec-17,"94,388"
Crackle Website - US,Aug-17,"93,908"
Crackle Website - US,Sep-17,"139,674"
Crackle Website - US,Oct-17,"4,844"
Crackle Website - US,Nov-17,"5,984"
Crackle Website - US,Dec-17,"5,192"
Crackle Website - US,Aug-17,"7,753"
Crackle Website - US,Sep-17,"14,081"
Crackle Website - US,Oct-17,"6,140"
Crackle Website - US,Nov-17,"94,365"
Crackle Website - US,Dec-17,0
Crackle Website - US,Aug-17,0
Crackle Website - US,Sep-17,"2,878"
Crackle Website - US,Oct-17,"108,727"
Crackle Website - US,Nov-17,"1,802,995"
Crackle Website - US,Dec-17,0
Crackle Website - US,Aug-17,0
Crackle Website - US,Sep-17,"24,575"
Crackle Website - US,Dec-17,911
Crackle Website - US,Dec-17,"12,174"
Crackle Website - US,Oct-17,"31,610"
Crackle Website - US,Nov-17,"23,998"
Crackle Website - US,Dec-17,"23,527"
Crackle Website - US,Sep-17,"18,240"
Crackle Website - US,Oct-17,"92,252"
Crackle Website - US,Nov-17,"312,258"
Crackle Website - US,Dec-17,"277,707"
Crackle Website - US,Sep-17,"168,603"
Crackle Website - US,Oct-17,"18,068"
Crackle Website - US,Nov-17,"8,438"
Crackle Website - US,Dec-17,"6,184"
Crackle Website - US,Jul-17,2
Crackle Website - US,Aug-17,"5,171"
Crackle Website - US,Sep-17,"20,311"
Crackle Website - US,Oct-17,"5,611"
Crackle Website - US,Nov-17,"4,048"
Crackle Website - US,Dec-17,"14,171"
Crackle Website - US,Aug-17,"13,578"
Crackle Website - US,Sep-17,"17,031"
Crackle Website - US,Oct-17,"97,092"
Crackle Website - US,Nov-17,"51,190"
Crackle Website - US,Dec-17,"47,299"
Crackle Website - US,Aug-17,"34,625"
Crackle Website - US,Sep-17,"97,205"
Crackle Website - US,Oct-17,"32,813"
Crackle Website - US,Nov-17,"27,269"
Crackle Website - US,Dec-17,"87,829"
Crackle Website - US,Jul-17,108
Crackle Website - US,Aug-17,"105,694"
Crackle Website - US,Sep-17,"117,788"
Crackle Website - US,Oct-17,"6,153"
Crackle Website - US,Nov-17,"4,093"
Crackle Website - US,Dec-17,"3,713"
Crackle Website - US,Aug-17,"6,141"
Crackle Website - US,Sep-17,"2,837"
Crackle Website - US,Oct-17,"20,359"
Crackle Website - US,Nov-17,"24,199"
Crackle Website - US,Dec-17,"41,712"
Crackle Website - US,Jul-17,16
Crackle Website - US,Aug-17,"25,523"
Crackle Website - US,Sep-17,"47,145"
Crackle Website - US,Oct-17,"34,916"
Crackle Website - US,Nov-17,"23,787"
Crackle Website - US,Dec-17,"18,740"
Crackle Website - US,Aug-17,"54,550"
Crackle Website - US,Sep-17,"17,956"
Crackle Website - US,Oct-17,"153,263"
Crackle Website - US,Nov-17,"205,315"
Crackle Website - US,Dec-17,"283,414"
Crackle Website - US,Jul-17,19
Crackle Website - US,Aug-17,"233,431"
Crackle Website - US,Sep-17,"357,196"
Crackle Website - US,Oct-17,"3,584"
Crackle Website - US,Nov-17,"2,251"
Crackle Website - US,Dec-17,"1,807"
Crackle Website - US,Aug-17,"7,847"
Crackle Website - US,Sep-17,"2,246"
Crackle Website - US,Oct-17,"27,684"
Crackle Website - US,Nov-17,"46,859"
Crackle Website - US,Dec-17,"59,000"
Crackle Website - US,Jul-17,9
Crackle Website - US,Aug-17,"35,757"
Crackle Website - US,Sep-17,"54,008"
Crackle Website - US,Oct-17,"26,042"
Crackle Website - US,Nov-17,"8,746"
Crackle Website - US,Dec-17,"6,777"
Crackle Website - US,Aug-17,"49,167"
Crackle Website - US,Sep-17,"15,700"
Crackle Website - US,Oct-17,"210,268"
Crackle Website - US,Nov-17,"358,892"
Crackle Website - US,Dec-17,"384,903"
Crackle Website - US,Jul-17,6
Crackle Website - US,Aug-17,"284,206"
Crackle Website - US,Sep-17,"413,293"
Crackle Website - Canada,Jan-17,0
Crackle Website - Canada,Oct-17,0
Crackle Website - Canada,Feb-17,0
Crackle Website - Canada,Mar-17,0
Crackle Website - Canada,Apr-17,0
Crackle Website - Canada,May-17,0
Crackle Website - Canada,Jun-17,0
Crackle Website - Canada,Jul-17,0
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Jan-17,1
Crackle Website - Canada,Jan-17,0
Crackle Website - Canada,Dec-17,1
Crackle Website - Canada,Feb-17,0
Crackle Website - Canada,Mar-17,0
Crackle Website - Canada,Apr-17,0
Crackle Website - Canada,May-17,0
Crackle Website - Canada,Jun-17,0
Crackle Website - Canada,Jul-17,0
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Jan-17,222
Crackle Website - Canada,Jan-17,0
Crackle Website - Canada,Oct-17,4
Crackle Website - Canada,Nov-17,5
Crackle Website - Canada,Dec-17,6
Crackle Website - Canada,Feb-17,0
Crackle Website - Canada,Mar-17,0
Crackle Website - Canada,Apr-17,0
Crackle Website - Canada,May-17,0
Crackle Website - Canada,Jun-17,0
Crackle Website - Canada,Jul-17,0
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Jan-17,"315,710"
Crackle Website - Canada,Feb-17,"281,243"
Crackle Website - Canada,Mar-17,"270,282"
Crackle Website - Canada,Apr-17,"218,228"
Crackle Website - Canada,May-17,"217,600"
Crackle Website - Canada,Jun-17,"241,160"
Crackle Website - Canada,Jul-17,"257,636"
Crackle Website - Canada,Aug-17,"64,190"
Crackle Website - Canada,Jan-17,"8,350"
Crackle Website - Canada,Oct-17,"23,005"
Crackle Website - Canada,Nov-17,"19,897"
Crackle Website - Canada,Dec-17,"46,408"
Crackle Website - Canada,Feb-17,711
Crackle Website - Canada,Mar-17,"2,483"
Crackle Website - Canada,Apr-17,"1,711"
Crackle Website - Canada,May-17,"3,001"
Crackle Website - Canada,Jun-17,"9,960"
Crackle Website - Canada,Jul-17,"1,674"
Crackle Website - Canada,Aug-17,"26,318"
Crackle Website - Canada,Sep-17,"18,381"
Crackle Website - Canada,Oct-17,2
Crackle Website - Canada,Feb-17,0
Crackle Website - Canada,May-17,0
Crackle Website - Canada,Jan-17,"497,288"
Crackle Website - Canada,Feb-17,"553,369"
Crackle Website - Canada,Mar-17,"610,476"
Crackle Website - Canada,Apr-17,"586,494"
Crackle Website - Canada,May-17,"570,918"
Crackle Website - Canada,Jun-17,"601,249"
Crackle Website - Canada,Jul-17,"606,521"
Crackle Website - Canada,Aug-17,"218,579"
Crackle Website - Canada,Sep-17,1
Crackle Website - Canada,Jan-17,0
Crackle Website - Canada,Oct-17,0
Crackle Website - Canada,Nov-17,2
Crackle Website - Canada,Dec-17,2
Crackle Website - Canada,Feb-17,0
Crackle Website - Canada,Mar-17,0
Crackle Website - Canada,Apr-17,0
Crackle Website - Canada,May-17,0
Crackle Website - Canada,Jul-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Jan-17,0
Crackle Website - Canada,Oct-17,0
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Oct-17,5
Crackle Website - Canada,Nov-17,89
Crackle Website - Canada,Dec-17,34
Crackle Website - Canada,Aug-17,37
Crackle Website - Canada,Sep-17,30
Crackle Website - Canada,Oct-17,"1,570"
Crackle Website - Canada,Nov-17,751
Crackle Website - Canada,Dec-17,586
Crackle Website - Canada,Aug-17,"2,274"
Crackle Website - Canada,Sep-17,"1,018"
Crackle Website - Canada,Oct-17,499
Crackle Website - Canada,Nov-17,291
Crackle Website - Canada,Dec-17,227
Crackle Website - Canada,Aug-17,183
Crackle Website - Canada,Sep-17,287
Crackle Website - Canada,Oct-17,"10,633"
Crackle Website - Canada,Nov-17,"3,314"
Crackle Website - Canada,Dec-17,"4,016"
Crackle Website - Canada,Aug-17,"8,538"
Crackle Website - Canada,Sep-17,"7,382"
Crackle Website - Canada,Oct-17,"1,662"
Crackle Website - Canada,Nov-17,"3,620"
Crackle Website - Canada,Dec-17,"3,569"
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Oct-17,"77,387"
Crackle Website - Canada,Nov-17,"33,670"
Crackle Website - Canada,Dec-17,"41,712"
Crackle Website - Canada,Aug-17,"45,466"
Crackle Website - Canada,Sep-17,"54,549"
Crackle Website - Canada,Oct-17,"2,912"
Crackle Website - Canada,Nov-17,"5,927"
Crackle Website - Canada,Dec-17,"6,022"
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Oct-17,"59,916"
Crackle Website - Canada,Nov-17,"42,621"
Crackle Website - Canada,Dec-17,"58,977"
Crackle Website - Canada,Aug-17,"65,800"
Crackle Website - Canada,Sep-17,"56,673"
Crackle Website - Canada,Oct-17,"8,407"
Crackle Website - Canada,Nov-17,"15,589"
Crackle Website - Canada,Dec-17,"15,593"
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Oct-17,"301,962"
Crackle Website - Canada,Nov-17,"141,380"
Crackle Website - Canada,Dec-17,"181,629"
Crackle Website - Canada,Aug-17,"143,509"
Crackle Website - Canada,Sep-17,"167,085"
Crackle Website - Canada,Oct-17,342
Crackle Website - Canada,Nov-17,477
Crackle Website - Canada,Dec-17,253
Crackle Website - Canada,Aug-17,612
Crackle Website - Canada,Sep-17,283
Crackle Website - Canada,Oct-17,480
Crackle Website - Canada,Nov-17,"1,878"
Crackle Website - Canada,Dec-17,"1,552"
Crackle Website - Canada,Aug-17,768
Crackle Website - Canada,Sep-17,674
Crackle Website - Canada,Oct-17,"2,450"
Crackle Website - Canada,Nov-17,"1,372"
Crackle Website - Canada,Dec-17,960
Crackle Website - Canada,Aug-17,"2,719"
Crackle Website - Canada,Sep-17,870
Crackle Website - Canada,Oct-17,"2,459"
Crackle Website - Canada,Nov-17,"8,619"
Crackle Website - Canada,Dec-17,"13,545"
Crackle Website - Canada,Aug-17,"1,592"
Crackle Website - Canada,Sep-17,"4,747"
Crackle Website - Canada,Oct-17,"21,862"
Crackle Website - Canada,Nov-17,"40,033"
Crackle Website - Canada,Dec-17,"40,302"
Crackle Website - Canada,Aug-17,0
Crackle Website - Canada,Sep-17,0
Crackle Website - Canada,Oct-17,"342,805"
Crackle Website - Canada,Nov-17,"242,951"
Crackle Website - Canada,Dec-17,"398,035"
Crackle Website - Canada,Aug-17,"357,347"
Crackle Website - Canada,Sep-17,"337,613"
Crackle Website - Canada,Oct-17,728
Crackle Website - Canada,Nov-17,247
Crackle Website - Canada,Dec-17,357
Crackle Website - Canada,Aug-17,"1,126"
Crackle Website - Canada,Sep-17,613
Crackle Website - Canada,Oct-17,"1,437"
Crackle Website - Canada,Nov-17,"1,117"
Crackle Website - Canada,Dec-17,"1,387"
Crackle Website - Canada,Aug-17,"2,630"
Crackle Website - Canada,Sep-17,"2,320"
Crackle Website - Canada,Oct-17,"3,584"
Crackle Website - Canada,Nov-17,"1,828"
Crackle Website - Canada,Dec-17,"2,447"
Crackle Website - Canada,Aug-17,"2,055"
Crackle Website - Canada,Sep-17,"1,597"
Crackle Website - Canada,Oct-17,"9,940"
Crackle Website - Canada,Nov-17,"7,240"
Crackle Website - Canada,Dec-17,"9,512"
Crackle Website - Canada,Aug-17,"16,140"
Crackle Website - Canada,Sep-17,"12,317"
Crackle Website - Canada,Oct-17,"2,618"
Crackle Website - Canada,Nov-17,306
Crackle Website - Canada,Dec-17,981
Crackle Website - Canada,Aug-17,286
Crackle Website - Canada,Sep-17,916
Crackle Website - Canada,Oct-17,"1,523"
Crackle Website - Canada,Nov-17,"1,352"
Crackle Website - Canada,Dec-17,"2,837"
Crackle Website - Canada,Aug-17,"1,912"
Crackle Website - Canada,Sep-17,"1,805"
Crackle Website - Canada,Oct-17,"13,104"
Crackle Website - Canada,Nov-17,"1,311"
Crackle Website - Canada,Dec-17,"4,041"
Crackle Website - Canada,Aug-17,"2,542"
Crackle Website - Canada,Sep-17,"2,571"
Crackle Website - Canada,Oct-17,"10,627"
Crackle Website - Canada,Nov-17,"6,696"
Crackle Website - Canada,Dec-17,"21,604"
Crackle Website - Canada,Aug-17,"13,400"
Crackle Website - Canada,Sep-17,"10,377"
Crackle Website - Canada,Dec-17,322
Crackle Website - Canada,Dec-17,225
Crackle Website - Canada,Oct-17,98
Crackle Website - Canada,Nov-17,105
Crackle Website - Canada,Dec-17,112
Crackle Website - Canada,Aug-17,63
Crackle Website - Canada,Sep-17,83
